1.583 0.399 0.914 1.403 0.513 0.922 
1.600 0.426 0.951 1.412 0.690 0.773 
1.577 0.445 0.944 
1.584 0.503 0.910 1.416 0.790 0.758 
1.618 0.697 0.917 1.392 0.805 0.956 
1.370 0.807 0.843 
1.405 0.827 0.854 
1.421 0.923 0.847 
1.427 0.997 0.886 
1.631 1.202 0.878 1.442 1.363 0.951 
1.651 1.229 0.835 1.454 1.487 0.866 
1.649 1.261 0.834 1.436 1.481 0.838 
1.618 1.299 0.890 1.443 1.529 0.871 
1.631 1.350 0.917 1.438 1.537 0.890 
1.641 1.440 0.946 1.434 1.546 0.833 
1.421 1.537 0.927 
1.427 1.559 0.887 
1.429 1.561 0.945 
1.427 1.559 0.914 
1.457 1.577 0.812 
1.453 1.601 0.813 
1.451 1.613 0.843 
1.446 1.606 0.958 
1.459 1.621 0.869 
1.447 1.593 0.913 
1.452 1.593 0.901 
1.439 1.571 0.865 
1.448 1.573 0.915 
1.457 1.577 0.891 
1.468 1.575 0.826 0.238 0.911 0.833 
1.450 1.534 0.836 0.448 0.854 0.775 0.247 0.879 0.776 
0.522 0.651 0.810 0.258 0.863 0.862 
0.557 0.430 0.847 1.523 1.800 0.904 0.285 0.809 0.726 
0.532 0.357 0.886 1.489 1.562 0.879 1.495 1.822 0.872 0.299 0.709 0.661 
0.555 0.311 0.819 0.349 0.526 0.571 
1.467 1.553 0.835 1.489 1.848 0.930 
0.420 -0.034 0.896 0.547 0.240 0.845 1.494 1.582 0.896 1.498 1.859 0.842 
0.466 -0.190 0.845 0.573 0.141 0.749 1.528 1.589 0.801 1.505 1.868 0.837 
0.467 -0.237 0.719 1.546 1.581 0.827 1.498 1.850 0.855 
1.583 1.577 0.927 1.522 1.873 0.836 
0.614 -0.640 0.812 1.632 1.584 0.944 1.520 1.860 0.820 
0.573 -0.748 0.928 0.483 -0.351 0.752 1.639 1.583 0.869 1.527 1.861 0.840 
0.447 -0.553 0.857 1.681 1.602 0.779 1.509 1.814 0.898 
0.444 -0.711 0.688 1.661 1.577 0.843 1.523 1.822 0.799 
0.402 -1.018 0.870 0.562 -0.872 0.933 1.687 1.594 0.800 1.486 1.763 0.882 
0.354 -1.294 0.853 0.550 -0.934 0.950 1.667 1.569 0.826 1.469 1.704 0.867 
0.354 -1.320 0.931 0.540 -1.032 0.907 1.669 1.564 0.836 1.454 1.652 0.848 
0.356 -1.411 0.849 0.533 -1.323 0.757 1.685 1.578 0.825 1.417 1.526 0.945 
0.347 -1.416 0.798 0.503 -1.501 0.750 1.394 1.450 0.859 
0.357 -1.471 0.880 1.391 1.379 0.738 
0.346 -1.557 0.871 1.366 1.268 0.818 
1.337 1.220 0.861 
1.347 1.183 0.811 
1.309 1.143 0.825 
1.329 1.162 0.811 
1.511 1.034 0.878 1.308 1.127 0.895 
1.486 0.901 0.830 1.312 1.132 0.896 
1.486 0.750 0.709 1.312 1.111 0.882 
1.454 0.683 0.724 1.294 1.067 0.853 
1.361 0.571 0.886 1.272 1.012 0.782 
1.422 0.564 0.754 1.217 0.909 0.880 
1.370 0.533 0.918 1.180 0.830 0.869 
1.399 0.542 0.824 1.093 0.653 0.852 
1.387 0.530 0.843 1.043 0.562 0.847 
0.983 0.449 0.820 
0.903 0.326 0.908 
0.862 0.285 0.922 
0.831 0.266 0.869 
1.157 0.189 0.856 0.839 0.268 0.876 
0.980 0.019 0.974 0.816 0.256 0.900 
0.926 -0.050 0.870 0.827 0.256 0.871 
0.804 -0.130 0.966 0.825 0.243 0.865 
0.751 -0.156 0.889 0.793 0.220 0.927 
0.737 -0.203 0.946 0.757 0.181 0.899 
0.728 -0.213 0.953 0.704 0.146 0.890 
0.727 -0.219 0.963 0.679 0.133 0.754 
